# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=10][T/m^n] polynom_b[n=12][T/m^n] polynom_b[n=14][T/m^n] 
+6.6500000000000000e+01 +8.3023037191521599e-05 -7.6465821708456318e+01 +8.9286621173321748e+02 -9.0026202722957674e+06 +5.2941309299075821e+10 -3.9244993473382581e+14 +9.7406531129116608e+17 -1.1726683936522638e+20 
+6.6600000000000009e+01 +8.3017783452253412e-05 -7.6465061315206256e+01 +8.6363879569777100e+02 -8.4031178796511963e+06 +4.7048068898312729e+10 -3.6301421071309338e+14 +9.0179617611595469e+17 -4.8034443440135750e+19 
+6.6700000000000003e+01 +8.3012530066703242e-05 -7.6464301029499936e+01 +8.3441674064318704e+02 -7.8037158598906305e+06 +4.1155723562598335e+10 -3.3358258179029281e+14 +8.2953632299369472e+17 +2.1189696420278125e+19 
+6.6799999999999997e+01 +8.3007276539033832e-05 -7.6463540701172818e+01 +8.0519257777505425e+02 -7.2042745783992177e+06 +3.5263029367277206e+10 -3.0414936095525644e+14 +7.5727286881421875e+17 +9.0417034276868112e+19 
+6.6900000000000006e+01 +8.3002022895687925e-05 -7.6462780337181542e+01 +7.7596662132453889e+02 -6.6047995061938772e+06 +2.9370032432002178e+10 -2.7471474993163966e+14 +6.8500625425423974e+17 +1.5964719004922311e+20 
+6.7000000000000000e+01 +8.2996769355927791e-05 -7.6462020003514823e+01 +7.4674213994612546e+02 -6.0053515826233895e+06 +2.3477274560704258e+10 -2.4528122219434272e+14 +6.1274207658149478e+17 +2.2887519145634644e+20 
+6.7100000000000009e+01 +8.2990837834529961e-05 -7.6461287793775227e+01 +7.1950042739941114e+02 -5.4269086768044895e+06 +1.7668034065882103e+10 -2.1583246203488556e+14 +5.3944819905106752e+17 +3.0006270766584522e+20 
+6.7200000000000003e+01 +8.2984906072241003e-05 -7.6460555511358208e+01 +6.9225510915493874e+02 -4.8483984763075681e+06 +1.1858194812506884e+10 -1.8638096686679488e+14 +4.6614812977919091e+17 +3.7125572611102586e+20 
+6.7299999999999997e+01 +8.2978974369980049e-05 -7.6459823245709217e+01 +6.6501057491716199e+02 -4.2699022400769517e+06 +6.0484752163219423e+09 -1.5693000163789619e+14 +3.9284922972543885e+17 +4.4244772788657095e+20 
+6.7400000000000006e+01 +8.2973042671502609e-05 -7.6459090982236219e+01 +6.3776618360009593e+02 -3.6914091423291946e+06 +2.3878670187551531e+08 -1.2747918959760506e+14 +3.1955069671354118e+17 +5.1363938886182529e+20 
+6.7500000000000000e+01 +8.2967110866194460e-05 -7.6458358685956284e+01 +6.1052014831206463e+02 -3.1128851744235037e+06 -5.5711775710630779e+09 -9.8027114574606500e+13 +2.4624929911701594e+17 +5.8483359882141414e+20 
+6.7600000000000009e+01 +8.2961179312916668e-05 -7.6457626467545197e+01 +5.8327803644250628e+02 -2.5344352202753993e+06 -1.1380478128442461e+10 -6.8578089312930891e+13 +1.7295483789352627e+17 +6.5602162195505178e+20 
+6.7700000000000003e+01 +8.2955247522621846e-05 -7.6456894175633835e+01 +5.5603221314101404e+02 -1.9559151462010979e+06 -1.7190408180791321e+10 -3.9126169053093523e+13 +9.9653787782079744e+16 +7.2721552526921630e+20 
+6.7799999999999997e+01 +8.2949315879361454e-05 -7.6456161928448012e+01 +5.2878861708067291e+02 -1.3774367195528478e+06 -2.2999967291896038e+10 -9.6759441219640801e+12 +2.6356576814654448e+16 +7.9840601650308710e+20 
+6.7900000000000006e+01 +8.2943384218740681e-05 -7.6455429677606276e+01 +5.0154489522951462e+02 -7.9895671476811904e+05 -2.8809535177858055e+10 +1.9774301857822250e+13 -4.6940646945553784e+16 +8.6959649358869640e+20 
+6.8000000000000000e+01 +8.2937452337864318e-05 -7.6454697358235919e+01 +4.7429770296482235e+02 -2.2041097979764221e+05 -3.4619694403352287e+10 +4.9227272263887234e+13 -1.2024408090729219e+17 +9.4079252020470363e+20 
+6.8100000000000009e+01 +8.2930795155083657e-05 -7.6453711093022946e+01 +4.3668033983711592e+02 +5.9232792371047940e+05 -4.3164706830608429e+10 +9.4886244184865891e+13 -2.3955035573598790e+17 +1.0616285348990322e+21 
+6.8200000000000003e+01 +8.2924137702266562e-05 -7.6452724747405512e+01 +3.9905902292571699e+02 +1.4051401412622840e+06 -5.1710368332014847e+10 +1.4054816922740636e+14 -3.5886329454884634e+17 +1.1824704556359481e+21 
+6.8299999999999997e+01 +8.2917480428177837e-05 -7.6451738455157809e+01 +3.6144033191524943e+02 +2.2179036812073248e+06 -6.0255599142593246e+10 +1.8620813619172553e+14 -4.7817181815478669e+17 +1.3033084662303784e+21 
+6.8400000000000006e+01 +8.2910823084705052e-05 -7.6450752141567563e+01 +3.2382057377715893e+02 +3.0306871982615483e+06 -6.8801007848726791e+10 +2.3186891553090572e+14 -5.9748217938473165e+17 +1.4241481080543647e+21 
+6.8500000000000000e+01 +8.2904165803773845e-05 -7.6449765848387443e+01 +2.8620187524020167e+02 +3.8434503510296121e+06 -7.7346231639546463e+10 +2.7752883759806538e+14 -7.1679057795645056e+17 +1.5449859904733381e+21 
+6.8600000000000009e+01 +8.2897508313153656e-05 -7.6448779489894207e+01 +2.4857987129695758e+02 +4.6562760298376456e+06 -8.5892017156909592e+10 +3.2319134413180525e+14 -8.3610486025587546e+17 +1.6658291246521762e+21 
+6.8700000000000003e+01 +8.2890851112556830e-05 -7.6447793220971704e+01 +2.1096237753770069e+02 +5.4690166789575377e+06 -9.4437040606187805e+10 +3.6885035072494488e+14 -9.5541118576251251e+17 +1.7866651645441323e+21 
+6.8799999999999997e+01 +8.2884193767765411e-05 -7.6446806908336811e+01 +1.7334271223383561e+02 +6.2817978508286159e+06 -1.0298242432675230e+11 +4.1451100123501375e+14 -1.0747212286669485e+18 +1.9075045041087843e+21 
+6.8900000000000006e+01 +8.2877536306847578e-05 -7.6445820559611889e+01 +1.3572121993790466e+02 +7.0946136175398426e+06 -1.1152811921727098e+11 +4.6017308514228756e+14 -1.1940345385080064e+18 +2.0283467627455465e+21 
+6.9000000000000000e+01 +8.2870879058369957e-05 -7.6444834275014060e+01 +9.8102904962731259e+01 +7.9073701987439226e+06 -1.2007328857870325e+11 +5.0583277328106762e+14 -1.3133424345576635e+18 +2.1491842185155122e+21 
+6.9100000000000009e+01 +8.2866666250151690e-05 -7.6445303105334020e+01 +1.5717686602948956e+02 +6.5179972574164206e+06 -1.0530399404729088e+11 +4.2708594009126794e+14 -1.1088620659612319e+18 +1.9437446417412223e+21 
+6.9200000000000003e+01 +8.2862453208513911e-05 -7.6445771863615661e+01 +2.1624719942840159e+02 +5.1286927370946864e+06 -9.0535313063303070e+10 +3.4834192630654694e+14 -9.0438811044255130e+17 +1.7383107856964707e+21 
+6.9299999999999997e+01 +8.2858240354053892e-05 -7.6446240680862843e+01 +2.7532054055162740e+02 +3.7393309864331456e+06 -7.5766115575848190e+10 +2.6959552744457231e+14 -6.9990870895621594e+17 +1.5328720566352840e+21 
+6.9400000000000006e+01 +8.2854027453329706e-05 -7.6446709483776687e+01 +3.3439315691420472e+02 +2.3499829533594344e+06 -6.0997041450677780e+10 +1.9084969679446416e+14 -4.9543060243751136e+17 +1.3274344846007379e+21 
+6.9500000000000000e+01 +8.2849814538157049e-05 -7.6447178281465298e+01 +3.9346548470868862e+02 +9.6064070721972222e+05 -4.6228021556044403e+10 +1.1210412378613883e+14 -2.9095309744404256e+17 +1.1219974605290292e+21 
+6.9600000000000009e+01 +8.2845601701174275e-05 -7.6447647102635244e+01 +4.5253897768249760e+02 -4.2872332109476387e+05 -3.1458807444916790e+10 +3.3357661706399531e+13 -8.6473575492794464e+16 +9.1655864062438815e+20 
+6.9700000000000003e+01 +8.2841388719895616e-05 -7.6448115880706439e+01 +5.1161034638856091e+02 -1.8180478892333033e+06 -1.6689943191537401e+10 -4.5387206698829391e+13 +1.1800234651454546e+17 +7.1112301403018953e+20 
+6.9799999999999997e+01 +8.2837175923958960e-05 -7.6448584715430314e+01 +5.7068454697041670e+02 -3.2074255698170792e+06 -1.9206047370173445e+09 -1.2413424666342055e+14 +3.2248319422204550e+17 +5.0568300358325751e+20 
+6.9900000000000006e+01 +8.2832963024934194e-05 -7.6449053517430272e+01 +6.2975707544289571e+02 -4.5967714304881282e+06 +1.2848446664914452e+10 -2.0287996187073769e+14 +5.2696101888927885e+17 +3.0024569655719566e+20 
+7.0000000000000000e+01 +8.2828750056238067e-05 -7.6449522299421972e+01 +6.8882863874756083e+02 -5.9860995935685318e+06 +2.7617342469215282e+10 -2.8162497233419694e+14 +7.3143725804197197e+17 +9.4809791794524226e+19 
+7.0100000000000009e+01 +8.2819509589084439e-05 -7.6448708834550146e+01 +6.7310563249882330e+02 -5.6535778554755645e+06 +2.3969097526332386e+10 -2.6163014831185494e+14 +6.7877137243929638e+17 +1.4783669060816005e+20 
+7.0200000000000003e+01 +8.2810269146215475e-05 -7.6447895376385162e+01 +6.5738293678868001e+02 -5.3210615926638339e+06 +2.0320899015095634e+10 -2.4163552781807394e+14 +6.2610593142738061e+17 +2.0086320649640300e+20 
+7.0299999999999997e+01 +8.2801028753677589e-05 -7.6447081935557179e+01 +6.4166117517751661e+02 -4.9885637774993796e+06 +1.6672871548870216e+10 -2.2164171350960875e+14 +5.7344236102735955e+17 +2.5388802680845631e+20 
+7.0400000000000006e+01 +8.2791788206936556e-05 -7.6446268446734905e+01 +6.2593698593535339e+02 -4.6560200540287411e+06 +1.3024431712113525e+10 -2.0164600206094575e+14 +5.2077447179898976e+17 +3.0691670202928510e+20 
+7.0500000000000000e+01 +8.2782547805183818e-05 -7.6445455001896633e+01 +6.1021498133416628e+02 -4.3235170862904983e+06 +9.3763541305859470e+09 -1.8165194327626316e+14 +4.6811031924033299e+17 +3.5994206079507228e+20 
+7.0600000000000009e+01 +8.2773307267890387e-05 -7.6444641516214119e+01 +5.9449095473832756e+02 -3.9909764679236701e+06 +5.7279422819328575e+09 -1.6165636067240178e+14 +4.1544272311595814e+17 +4.1297047475765163e+20 
+7.0700000000000003e+01 +8.2764066960932210e-05 -7.6443828099837987e+01 +5.7877035882330665e+02 -3.6584997517465595e+06 +2.0800980328141913e+09 -1.4166336688319775e+14 +3.6278098014370522e+17 +4.6599369329178155e+20 
+7.0799999999999997e+01 +8.2754826350247182e-05 -7.6443014591970353e+01 +5.6304523119315309e+02 -3.3259385932384203e+06 -1.5684964317535622e+09 -1.2166695087842673e+14 +3.1011149904747277e+17 +5.1902378080184435e+20 
+7.0900000000000006e+01 +8.2745585987185731e-05 -7.6442201159212502e+01 +5.4732384261817776e+02 -2.9934473769553062e+06 -5.2164675922528658e+09 -1.0167338527693214e+14 +2.5744847646277667e+17 +5.7204812526375253e+20 
+7.1000000000000000e+01 +8.2736345487406142e-05 -7.6441387684257180e+01 +5.3160032553865153e+02 -2.6609159329857295e+06 -8.8648002176633644e+09 -8.1678155514722906e+13 +2.0478166207206752e+17 +6.2507585734848623e+20 
+7.1100000000000009e+01 +8.2724959002976358e-05 -7.6439579133589930e+01 +4.6460567124840310e+02 -1.2348431890894801e+06 -2.3636720043277939e+10 -3.8454714871334966e+12 +3.5119074834892300e+15 +8.2759408417364404e+20 
+7.1200000000000003e+01 +8.2713572367238734e-05 -7.6437770537417364e+01 +3.9760876121760680e+02 +1.9127165496512799e+05 -3.8409014581283615e+10 +7.3988924918470250e+13 -1.9776172558537405e+17 +1.0301157591960949e+21 
+7.1299999999999997e+01 +8.2702185710284182e-05 -7.6435961932723373e+01 +3.3061135589115565e+02 +1.6173967354618737e+06 -5.3181406958668976e+10 +1.5182379262217878e+14 -3.9903647027471117e+17 +1.2326384547569342e+21 
+7.1400000000000006e+01 +8.2690799362936747e-05 -7.6434153424158524e+01 +2.6361881612357632e+02 +3.0434296653599339e+06 -6.7952970187665718e+10 +2.2965483945393216e+14 -6.0030250344276134e+17 +1.4351533637724941e+21 
+7.1500000000000000e+01 +8.2679412726608951e-05 -7.6432344826428064e+01 +1.9662178598521564e+02 +4.4695472965176422e+06 -8.2725293036363434e+10 +3.0748937728318681e+14 -8.0157647802289536e+17 +1.6376753574178154e+21 
+7.1600000000000009e+01 +8.2668026189471804e-05 -7.6430536258896424e+01 +1.2962625503764144e+02 +5.8956370145435035e+06 -9.7497368384396515e+10 +3.8532278879073944e+14 -1.0028479120709761e+18 +1.8401951012348098e+21 
+7.1700000000000003e+01 +8.2656639550975197e-05 -7.6428727661088899e+01 +6.2629240958985072e+01 +7.3217540724568581e+06 -1.1226968426739838e+11 +4.6315728808004500e+14 -1.2041217871196081e+18 +2.0427169974622466e+21 
+7.1799999999999997e+01 +8.2645252921005881e-05 -7.6426919066327287e+01 -4.3676107324142031e+00 +8.7478679887635689e+06 -1.2704197165068097e+11 +5.4099165577264431e+14 -1.4053953624435564e+18 +2.2452386264771508e+21 
+7.1900000000000006e+01 +8.2633866414777725e-05 -7.6425110509312972e+01 -7.1362576114368920e+01 +1.0173946527382405e+07 -1.4181394317191940e+11 +6.1882457704410150e+14 -1.6066656570752627e+18 +2.4477573359284225e+21 
+7.2000000000000000e+01 +8.2622479760235468e-05 -7.6423301905934835e+01 -1.3835989613025720e+02 +1.1600069744065996e+07 -1.5658631712839636e+11 +6.9665935400692862e+14 -1.8079401842952988e+18 +2.6502798294365346e+21 
+7.2100000000000009e+01 +8.2615160106182036e-05 -7.6423436230252818e+01 -7.8085002605910077e+01 +1.0215954554156553e+07 -1.4239589818662823e+11 +6.2314694740670225e+14 -1.6210264113564012e+18 +2.4651025723236958e+21 
+7.2200000000000003e+01 +8.2607840566887677e-05 -7.6423570588203205e+01 -1.7808475350890248e+01 +8.8318093714304753e+06 -1.2820521590248183e+11 +5.4963335099647319e+14 -1.4341099693732434e+18 +2.2799229617286920e+21 
+7.2299999999999997e+01 +8.2600520694039469e-05 -7.6423704848013656e+01 +4.2463266111144840e+01 +7.4477523673402797e+06 -1.1401531036106096e+11 +4.7612327407726469e+14 -1.2472014424399736e+18 +2.0947503458899468e+21 
+7.2400000000000006e+01 +8.2593201076318560e-05 -7.6423839182540959e+01 +1.0273864023461400e+02 +6.0636285780573310e+06 -9.9824817534694794e+10 +4.0261053981175119e+14 -1.0602869462303926e+18 +1.9095724599521252e+21 
+7.2500000000000000e+01 +8.2585881416426713e-05 -7.6423973504428105e+01 +1.6301338841006233e+02 +4.6795164549451517e+06 -8.5634428355756271e+10 +3.2909827824354475e+14 -8.7337351844236813e+17 +1.7243955219666494e+21 
+7.2600000000000009e+01 +8.2578561808076481e-05 -7.6424107842596626e+01 +2.2328896901187932e+02 +3.2953884654803397e+06 -7.1443895806603928e+10 +2.5558535403629019e+14 -6.8645857661594918e+17 +1.5392172285563503e+21 
+7.2700000000000003e+01 +8.2571242122674834e-05 -7.6424242157391731e+01 +2.8356338903007514e+02 +1.9112821236865367e+06 -5.7253555663624794e+10 +1.8207330765504588e+14 -4.9954561974589190e+17 +1.3540406971036960e+21 
+7.2799999999999997e+01 +8.2563922528901634e-05 -7.6424376499839212e+01 +3.4383917485294256e+02 +5.2715043254445097e+05 -4.3062991212976059e+10 +1.0856024189572659e+14 -3.1263036571474272e+17 +1.1688621326628196e+21 
+7.2900000000000006e+01 +8.2556602858035140e-05 -7.6424510819144515e+01 +4.0411382081649737e+02 -8.5696014293377311e+05 -2.8872613335761242e+10 +3.5048023027415109e+13 -1.2571701825584410e+17 +9.8368525411009443e+20 
+7.3000000000000000e+01 +8.2549283178542002e-05 -7.6424645135843733e+01 +4.6438833465996595e+02 -2.2410681820167829e+06 -1.4682258678193413e+10 -3.8464086939644211e+13 +6.1196076752208640e+16 +7.9850860465011845e+20 
+7.3100000000000009e+01 +8.2539232591764944e-05 -7.6424198089197205e+01 +5.0484324805164727e+02 -3.2307824191980041e+06 -4.3608049174762344e+09 -9.2523102899490516e+13 +1.9964154599859251e+17 +6.6090611193669144e+20 
+7.3200000000000003e+01 +8.2529182139423222e-05 -7.6423751082931332e+01 +5.4530015416226968e+02 -4.2205336480381554e+06 +5.9609763223223505e+09 -1.4658360785414678e+14 +3.3809037223656474e+17 +5.2330064708903102e+20 
+7.3299999999999997e+01 +8.2519131589193928e-05 -7.6423304046016852e+01 +5.8575550621221066e+02 -5.2102554568352029e+06 +1.6282493182993982e+10 -2.0064289638466675e+14 +4.7653642947223104e+17 +3.8569765342028595e+20 
+7.3400000000000006e+01 +8.2509081105238132e-05 -7.6422857030442856e+01 +6.2621195951855236e+02 -6.1999983701322209e+06 +2.6604201420709213e+10 -2.5470307161977900e+14 +6.1498451637955430e+17 +2.4809284019841211e+20 
+7.3500000000000000e+01 +8.2499030563651040e-05 -7.6422409997372753e+01 +6.6666754238859380e+02 -7.1897250204566969e+06 +3.6925764927865028e+10 -3.0876258592615794e+14 +7.5343110777059750e+17 +1.1048935513114875e+20 
+7.3600000000000009e+01 +8.2488980015089995e-05 -7.6421962961875423e+01 +7.0712299391716635e+02 -8.1794490699008154e+06 +4.7247304272377586e+10 -3.6282198617090650e+14 +8.9187743416775526e+17 -2.7113889484597854e+19 
+7.3700000000000003e+01 +8.2478929463031746e-05 -7.6421515925325167e+01 +7.4757839332164826e+02 -9.1691721465882454e+06 +5.7568834951023712e+10 -4.1688134675791712e+14 +1.0303236705951581e+18 -1.6471705397791048e+20 
+7.3799999999999997e+01 +8.2468879011658069e-05 -7.6421068919437730e+01 +7.8803532437391630e+02 -1.0158923957851112e+07 +6.7890622338717728e+10 -4.7094188376021675e+14 +1.1687725773567596e+18 -3.0232259664826610e+20 
+7.3900000000000006e+01 +8.2458828487538491e-05 -7.6420621890408341e+01 +8.2849106399914092e+02 -1.1148652921279000e+07 +7.8212202192656586e+10 -5.2500145730616831e+14 +1.3072192744058066e+18 -4.3992615465939180e+20 
+7.4000000000000000e+01 +8.2448777900273514e-05 -7.6420174843920776e+01 +8.6894599155045273e+02 -1.2138367464674965e+07 +8.8533658726339920e+10 -5.7906048541351688e+14 +1.4456647691570268e+18 -5.7752866793634175e+20 
+7.4100000000000009e+01 +8.2431887414768145e-05 -7.6417688145421849e+01 +8.0602723705824837e+02 -1.0882712444776507e+07 +7.5711571579207031e+10 -5.1209677521658731e+14 +1.2736807126056305e+18 -4.0534940305725869e+20 
+7.4200000000000003e+01 +8.2414996851170282e-05 -7.6415201422016892e+01 +7.4310720360498647e+02 -9.6270329918936696e+06 +6.2889263360680946e+10 -4.4513204239713506e+14 +1.1016943181650429e+18 -2.3316804434534128e+20 
+7.4299999999999997e+01 +8.2398106368317765e-05 -7.6412714724965824e+01 +6.8018853987358830e+02 -8.3713798994833957e+06 +5.0067194831435471e+10 -3.7816842219634281e+14 +9.2971047391911386e+17 -6.0988974095983944e+19 
+7.4400000000000006e+01 +8.2381215736035071e-05 -7.6410227980046898e+01 +6.1726740894554143e+02 -7.1156795249823900e+06 +3.7244697349293236e+10 -3.1120281331985162e+14 +7.5772207463972518e+17 +1.1119418221214905e+20 
+7.4500000000000000e+01 +8.2364325171363983e-05 -7.6407741257591738e+01 +5.5434746747208192e+02 -5.8600024132541213e+06 +2.4422414259551407e+10 -2.4423821089564875e+14 +5.8573600411771430e+17 +2.8337523197539336e+20 
+7.4600000000000009e+01 +8.2347434709089542e-05 -7.6405254566500588e+01 +4.9142909109963261e+02 -4.6043545705324933e+06 +1.1600391666039082e+10 -1.7727479771950284e+14 +4.1375262340485939e+17 +4.5555389409254467e+20 
+7.4700000000000003e+01 +8.2330544008441464e-05 -7.6402767801839488e+01 +4.2850701338856140e+02 -3.3486369947200632e+06 -1.2222555651028943e+09 -1.1030851702286722e+14 +2.4176272597745846e+17 +6.2773836478018067e+20 
+7.4799999999999997e+01 +8.2313653613662742e-05 -7.6400281129876674e+01 +3.6558954597988850e+02 -2.0930055863591016e+06 -1.4044135461611341e+10 -4.3345743136506109e+13 +6.9780769900361816e+16 +7.9991577732810447e+20 
+7.4900000000000006e+01 +8.2296762966715373e-05 -7.6397794381483081e+01 +3.0266827541107068e+02 -8.3730305918824102e+05 -2.6866648977470367e+10 +2.3619927635719660e+13 -1.0220774860743120e+17 +9.7209902421026904e+20 
+7.5000000000000000e+01 +8.2279872413338365e-05 -7.6395307662125262e+01 +2.3974847527555170e+02 +4.1837160086675570e+05 -3.9688911605136719e+10 +9.0584441688511781e+13 -2.7419362869401453e+17 +1.1442799119619517e+21 
+7.5100000000000009e+01 +8.2261697893174678e-05 -7.6392893973551992e+01 +2.0437500118969041e+02 +1.0274412327003333e+06 -4.5658013106279541e+10 +1.2060311378351688e+14 -3.4826197103623584e+17 +1.2155296893784398e+21 
+7.5200000000000003e+01 +8.2243523375913143e-05 -7.6390480285607921e+01 +1.6900155117523090e+02 +1.6365104945686413e+06 -5.1627111738704231e+10 +1.5062177392769022e+14 -4.2233028783892992e+17 +1.2867794448313431e+21 
+7.5299999999999997e+01 +8.2225348812259871e-05 -7.6388066583209508e+01 +1.3362736210290922e+02 +2.2455939031855897e+06 -5.7596338903914528e+10 +1.8064103147040675e+14 -4.9639997689495744e+17 +1.3580304348073524e+21 
+7.5400000000000006e+01 +8.2207174223664569e-05 -7.6385652873586267e+01 +9.8252833205741425e+01 +2.8546833282543044e+06 -6.3565617039978859e+10 +2.1066051167792978e+14 -5.7047015012614720e+17 +1.4292818396938017e+21 
+7.5500000000000000e+01 +8.2188999522939655e-05 -7.6383239130423874e+01 +6.2876650443809041e+01 +3.4638034808270093e+06 -6.9535167619177948e+10 +2.4068123286566934e+14 -6.4454312634292762e+17 +1.5005357306538854e+21 
